Restaurant ID,Restaurant Name,Restaurant Name Length,Address,Address Length,Cuisines,Cuisine Count,Has Table booking,Has Table Booking (encoded),Has Online delivery,Has Online Delivery (encoded),Is delivering now,Is Delivering Now (encoded),Switch to order menu,Switch To Order Menu (encoded),Price range,Aggregate rating
6088,Hangout - A House Of Kathis,27,"G-2, Ashish Complex, Surajmal Vihar Market, Anand Vihar, New Delhi",66,Street Food,1,No,0,No,0,No,0,No,0,1,3.7
18394366,Malais By Anands,16,"Shop 11, Ground Floor, LSC Complex, Savita Vihar, Anand Vihar, New Delhi",72,"North Indian, Chinese, South Indian, Fast Food",4,No,0,No,0,No,0,No,0,1,3.7
18354639,Panchwati Rasoi,15,"LSC, Savita Vihar Market, Anand Vihar, New Delhi",48,"North Indian, Chinese",2,No,0,No,0,No,0,No,0,1,3.8
311657,Sprinkles Cup & Cake,20,"B-268, Yojna Vihar, Anand Vihar, New Delhi",42,"Bakery, Desserts",2,No,0,No,0,No,0,No,0,1,3.6
18350112,Target Ice Cream & Bakers,25,"Ground Floor, 4, Vigyan Vihar, Anand Vihar, New Delhi",53,"Desserts, Bakery, Pizza, Burger, Continental",5,No,0,Yes,1,No,0,No,0,1,3.6
18377924,The Sweeet Jar,14,"A-276, Surajmal Vihar, Anand Vihar, New Delhi",45,"Cafe, Bakery",2,No,0,Yes,1,No,0,No,0,3,3.9
18428216,Amar Bakery,11,"G-5 & 6, Krit Plaza LSC, Surajmal Vihar, Anand Vihar, New Delhi",63,"Bakery, Desserts, Fast Food, Mithai",4,No,0,No,0,No,0,No,0,2,0.0
18421050,Cafe Brewbug,12,"Shop 4, Atlantic Plaza, Surajmal Vihar, Anand Vihar, New Delhi",62,"Fast Food, Beverages",2,No,0,No,0,No,0,No,0,1,0.0
18377887,Chilll House Kafe,17,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",88,Cafe,1,No,0,No,0,No,0,No,0,2,0.0
18421693,Cookie Shookie,14,"165, Vigyan Vihar, Anand Vihar, New Delhi",41,Bakery,1,No,0,No,0,No,0,No,0,1,0.0
18418263,Fabulous Cake,13,"C3, Yojna Vihar Market, Anand Vihar, New Delhi",46,Bakery,1,No,0,No,0,No,0,No,0,1,0.0
18421457,Jai Maa Shaarde Samose Wala,27,"G 2 Sarita Vihar, Anand Vihar, New Delhi",40,Street Food,1,No,0,No,0,No,0,No,0,1,0.0
18421463,Madaan Confectionery,20,"Shop 17, C Block, Yojna Vihar, Anand Vihar, New Delhi",53,Bakery,1,No,0,No,0,No,0,No,0,1,0.0
18268361,Magic Masala,12,"Shop 567, Plot 8, LSC Market, Anand Vihar, New Delhi",52,"Chinese, South Indian, North Indian",3,No,0,No,0,No,0,No,0,2,0.0
18445804,Sikka Chinese Fast Food,23,"A-134, Surajmal Vihar, Near Bharat National School, Anand Vihar, New Delhi",74,"Chinese, Fast Food",2,No,0,No,0,No,0,No,0,1,0.0
18347812,Teedo's Cake Inn,16,"House 1, Dayanand Vihar, Anand Vihar, New Delhi",47,"Cafe, Bakery",2,No,0,No,0,No,0,No,0,2,0.0
18377920,Thalaiva Cafe,13,"Shop 6, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",62,"South Indian, Chinese",2,No,0,No,0,No,0,No,0,1,0.0
311544,The Cake Affairs,16,"C-391, 1st Floor, Yojna Vihar, Near Anand Vihar, Anand Vihar, New Delhi",71,"Bakery, Desserts",2,No,0,No,0,No,0,No,0,2,0.0
18377915,Tulsi Ram Chinese Hut,21,"G 6, Plot 10, Chetan Complex, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",84,Chinese,1,No,0,No,0,No,0,No,0,1,0.0
18421058,V. K. Pasta,11,"Shop 2, Chetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",62,"Italian, Fast Food",2,No,0,No,0,No,0,No,0,2,0.0
18335692,Xpert Bakers,12,"Shop 22, D Block, DDA Market, Anand Vihar, New Delhi",52,Bakery,1,No,0,No,0,No,0,No,0,1,0.0
18429396,Juniper Bar - Andaz Delhi,25,"Andaz Delhi, Asset 1, Aerocity, New Delhi",41,"North Indian, European",2,Yes,1,No,0,No,0,No,0,3,3.0
179,McDonald's,10,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",50,"Fast Food, Burger",2,No,0,Yes,1,No,0,No,0,2,3.4
307843,Pizza Hut Delivery,18,"B-05, Ground Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",63,"Italian, Pizza, Fast Food",3,No,0,Yes,1,No,0,No,0,2,3.2
18421042,The Arena,9,"C Block, Ansal Plaza, Khel Gaon Marg, New Delhi",47,"Continental, Asian, North Indian",3,Yes,1,No,0,No,0,No,0,3,3.4
3295,Restaurant De Seoul,19,"3rd Floor, C Block, Ansal Plaza Mall, Near Siri Fort, Khel Gaon Marg, New Delhi",79,"Japanese, Korean",2,Yes,1,No,0,No,0,No,0,4,3.6
18414499,Taksim,6,"CG 01, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",50,Continental,1,Yes,1,No,0,No,0,No,0,3,3.9
18441775,Jom Jom Malay,13,"BG 04, Ansal Plaza, Andrews Ganj, Khel Gaon Marg, New Delhi",59,"Malaysian, Indonesian",2,No,0,No,0,No,0,No,0,3,4.4
18427565,Kofuku,6,"BG-09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi",70,"Japanese, Asian",2,No,0,Yes,1,No,0,No,0,3,4.0
18395381,The Sky High,12,"C-306 A & 307, T-101 & 102, 3rd Floor, Ansal Plaza Mall, Khel Gaon Marg, New Delhi",82,"Continental, North Indian, Mughlai, Italian",4,No,0,No,0,No,0,No,0,3,4.1
310281,Haldiram's,10,"1st Floor, ARSS Mall, Opposite Jwalaheri, Paschim Vihar, New Delhi",66,"North Indian, South Indian, Chinese, Mithai, Fast Food",5,No,0,No,0,No,0,No,0,2,3.1
18207831,Jux Pux - The Dreamer's Cafe,28,"A-2/3, Near Delhi Stock Exchange, Asaf Ali Road, New Delhi",58,"Beverages, Fast Food",2,No,0,No,0,No,0,No,0,1,3.1
5452,Pizzaon,7,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",60,"Pizza, Fast Food",2,No,0,No,0,No,0,No,0,2,3.0
18374418,FFC Restaurant,14,"2581, Shanker Street, Asaf Ali Road, New Delhi",46,Fast Food,1,No,0,No,0,No,0,No,0,1,0.0
18258778,"34, Chowringhee Lane",20,"115, Central Market, Ashok Vihar Phase 1, New Delhi",51,Fast Food,1,No,0,Yes,1,No,0,No,0,1,2.8
6560,Aapni Dhani,11,"14/1 A, Deep Cinema, Central Market, Ashok Vihar Phase 1, New Delhi",67,"North Indian, Street Food",2,No,0,No,0,No,0,No,0,1,2.8
3322,Bengal Sweet Corner,19,"36, Central Market, Ashok Vihar Phase 1, New Delhi",50,"North Indian, South Indian, Chinese, Fast Food, Mithai",5,No,0,No,0,No,0,No,0,2,2.8
18249102,Chicken Vicken,14,"Shop 12, I Block, DDA Market, Ashok Vihar Phase 1, New Delhi",60,"North Indian, Chinese",2,No,0,No,0,No,0,No,0,2,3.4
18241609,Cup-a-licious,13,"Ashok Vihar Phase 1, New Delhi",30,Bakery,1,No,0,No,0,No,0,No,0,1,3.2
8743,Frontier,8,"14, Building 3, Mohan Bazar, Central Market, Ashok Vihar Phase 1, New Delhi",75,Bakery,1,No,0,No,0,No,0,No,0,1,3.0
5294,Metro Fast Food,15,"Near Taxi Stand, Central Market, Ashok Vihar Phase 1, New Delhi",63,"Chinese, Fast Food",2,No,0,No,0,No,0,No,0,1,2.7
4651,Nagpal's,8,"Shop 14, Near Major Dhyan Chand Stadium, IB Block Market, Ashok Vihar Phase 1, New Delhi",88,Street Food,1,No,0,Yes,1,No,0,No,0,1,3.4
5315,Nile Restro & Bar,17,"26, 3rd Floor, Central Market, Ashok Vihar Phase 1, New Delhi",61,"North Indian, Chinese",2,Yes,1,No,0,No,0,No,0,3,2.7
6577,Popular Chicken,15,"21, DDA Murga Market, J Block, Opposite Water Tank, Ashok Vihar Phase 1, New Delhi",82,"North Indian, Mughlai, Chinese",3,No,0,No,0,No,0,No,0,1,3.0
309395,Sardar A Pure Meat Shop,23,"J-17, DDA Market, Ashok Vihar Phase 1, New Delhi",48,"Raw Meats, Fast Food, North Indian",3,No,0,No,0,No,0,No,0,1,3.4
300784,Shankar Fast Food,17,"A-5, Central Market, Ashok Vihar Phase 1, New Delhi",51,"Chinese, Fast Food",2,No,0,No,0,No,0,No,0,1,3.2
18430692,Singh's Zaika,13,"C-9, Community Center, Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",93,"North Indian, Chinese, Mughlai",3,No,0,No,0,No,0,No,0,2,3.0
309503,The Mirch Masala,16,"27/4, Central Market, Ashok Vihar Phase 1, New Delhi",52,"North Indian, Chinese",2,No,0,No,0,No,0,No,0,2,3.0
3326,The Mirch Masala,16,"DDA Murga Market, Near Deep Cinema, Ashok Vihar Phase 1, New Delhi",66,North Indian,1,No,0,No,0,No,0,No,0,2,3.2
309384,Uncle Cake Shop,15,"A-795, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",52,"Bakery, Desserts, Fast Food",3,No,0,No,0,No,0,No,0,1,3.1
3079,Kays Bar-Be-Que,15,"16/27, Community Cetre, Ashok Vihar Phase 1, New Delhi",54,"North Indian, Mughlai",2,No,0,Yes,1,No,0,No,0,2,3.5
303093,Master Bakers,13,"G-32 & 33, Usha Chambers, Community Centre, Ashok Vihar Phase 1, New Delhi",74,"Bakery, Desserts, Chinese, Fast Food",4,No,0,Yes,1,No,0,No,0,1,3.7
309375,The Master's Fast Food Centre,29,"8, Deep Cinema Complex, Ashok Vihar Phase 1, New Delhi",54,"Fast Food, Chinese, Bakery",3,No,0,No,0,No,0,No,0,1,3.5
18441672,6 Pack Momos,12,"BA-Block, Deep Market, Ashok Vihar Phase 1, New Delhi",53,Chinese,1,No,0,No,0,No,0,No,0,1,0.0
18446423,Al Noor Foods,13,"23, J-Block, Ashok Vihar Phase 1, New Delhi",43,"North Indian, Mughlai",2,No,0,No,0,No,0,No,0,2,0.0
18462588,Avon Kitchen,12,"Shop 1, Ground Floor, J Block, Ashok Vihar Phase 1, New Delhi",61,"North Indian, Mughlai, Chinese",3,No,0,No,0,No,0,No,0,2,0.0
18460330,Bhasad Cafe,11,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",70,"Fast Food, Chinese",2,No,0,No,0,No,0,No,0,2,0.0
18361739,Bikaner Kesarvala,17,"Shop 10, H Block, DDA Market, Ashok Vihar Phase 1, New Delhi",60,Mithai,1,No,0,No,0,No,0,No,0,1,0.0
312338,De Bone Chicken,15,"20, J Block, Murga Market, Near Water Tank, Ashok Vihar Phase 1, New Delhi",74,"Raw Meats, Fast Food",2,No,0,No,0,No,0,No,0,1,0.0
18057828,Indian Fresh Meat Shop,22,"Shop 8, Murga Market, J Block, Ashok Vihar Phase 1, New Delhi",61,"Raw Meats, Fast Food",2,No,0,No,0,No,0,No,0,1,0.0
18361700,JD's Food Court,15,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",70,"North Indian, Chinese",2,No,0,No,0,No,0,No,0,2,0.0
18383541,Keventers,9,"Shop  5/6, Building 26, Deep Market, Ashok Vihar Phase 1, New Delhi",67,Beverages,1,No,0,No,0,No,0,No,0,1,0.0
18248970,Malhotra Bakery,15,"Shop 136, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",55,"Bakery, Chinese",2,No,0,No,0,No,0,No,0,1,0.0
18395538,Matthi Wala,11,"B-1138, Main Market, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",66,"Mithai, Street Food",2,No,0,No,0,No,0,No,0,1,0.0
18446396,Nirula's Ice Cream,18,"Shop 26, Central Market, Deep Complex, Ashok Vihar Phase 1, New Delhi",69,"Ice Cream, Desserts",2,No,0,No,0,No,0,No,0,1,0.0
313193,Punjabi Chaap Corner,20,"A-49, Subhtra Colony, Near Shastri Nagar Metro Station, Ashok Vihar Phase 1, New Delhi",86,"Fast Food, Chinese",2,No,0,Yes,1,No,0,No,0,1,0.0
18457050,Puran Dhaba,11,"Shop J-11/11, Sanjay Market, Opposite Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",108,North Indian,1,No,0,No,0,No,0,No,0,1,0.0
18375413,Rama Desi Ghee Meat Wala,24,"IA, Block 10 C, Ashok Vihar Phase 1, New Delhi",46,North Indian,1,No,0,No,0,No,0,No,0,2,0.0
18458325,VadaPav 'n' Frankie,19,"Opposite Murga Market, Ashok Vihar Phase 1, New Delhi",53,Fast Food,1,No,0,No,0,No,0,No,0,1,0.0
5296,Chhabra Sweets,14,"26, Central Market, Ashok Vihar Phase 1, New Delhi",50,Mithai,1,No,0,No,0,No,0,No,0,1,2.4
310802,Kanwarji's,10,"B4-33A, Ashok Vihar Phase 2, New Delhi",38,"Street Food, Chinese, North Indian, Mithai",4,No,0,Yes,1,No,0,No,0,1,2.9
310777,Pizza Hut,9,"B-2/3, Ashok Vihar Phase 2, New Delhi",37,"Italian, Pizza, Fast Food",3,No,0,Yes,1,No,0,No,0,3,3.4
309,Sagar Ratna,11,"B-2/1, Ashok Vihar Phase 2, New Delhi",37,"South Indian, North Indian, Chinese",3,No,0,Yes,1,No,0,No,0,2,2.7
18390678,Smelling Salts,14,"C-2/13, Ashok Vihar Phase 2, New Delhi",38,"North Indian, Chinese",2,Yes,1,No,0,No,0,No,0,3,3.3
3329,Wah Ji Wah,10,"9, Community Centre, Near Satyawati College, Ashok Vihar Phase 2, New Delhi",75,"North Indian, Chinese",2,No,0,Yes,1,No,0,No,0,1,2.6
18216896,Wheelyz,7,"B4/57A, Ashok Vihar Phase 2, New Delhi",38,"North Indian, Chinese, Fast Food",3,No,0,Yes,1,No,0,No,0,2,2.5
307767,Bell Pepperz,12,"A-4, Community Centre, Ashok Vihar Phase 2, New Delhi",53,"Chinese, Italian, North Indian",3,Yes,1,Yes,1,No,0,No,0,3,3.9
3332,Bharat Sweets,13,"B-2/3, Ashok Vihar Phase 2, New Delhi",37,"Mithai, Street Food",2,No,0,No,0,No,0,No,0,1,3.5
980,Invitation,10,"3, Community Centre, Ashok Vihar Phase 2, New Delhi",51,"North Indian, Chinese",2,Yes,1,No,0,No,0,No,0,3,3.6
18232098,Mystique Melange,16,"C-3/8, Ashok Vihar Phase 2, New Delhi",37,"North Indian, Mughlai, Chinese, Continental",4,Yes,1,No,0,No,0,No,0,3,3.9
6574,Pandit Ji Paranthe Wale,23,"Ashok Vihar Phase 2, New Delhi",30,North Indian,1,No,0,No,0,No,0,No,0,1,3.7
2379,Raju Chat Palace,16,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",70,Street Food,1,No,0,No,0,No,0,No,0,1,3.9
309390,Seasonings - The Spice Mysteries,32,"B-1/6, Ashok Vihar Phase 2, New Delhi",37,"North Indian, Mughlai, Chinese, Italian",4,Yes,1,Yes,1,No,0,No,0,3,3.9
300809,SGF - Spice Grill Flame,23,"9, Community Centre 2, Ashok Vihar Phase 2, New Delhi",53,"North Indian, Chinese",2,No,0,Yes,1,No,0,No,0,2,3.5
1192,Apni Rasoi,10,"1, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",55,North Indian,1,No,0,No,0,No,0,No,0,1,3.0
310803,Bablu Kabab Shop,16,"Shop 42, DDA Market, Near Taxi Stand, Ashok Vihar Phase 3, New Delhi",68,"North Indian, Mughlai",2,No,0,No,0,No,0,No,0,2,3.1
18250797,Cake o' Cuisine,15,"A-1/9, Satyawati Colony, Ashok Vihar Phase 3, New Delhi",55,Bakery,1,No,0,No,0,No,0,No,0,1,3.3
198,Domino's Pizza,14,"2-4 & 25-27, Pocket B, Ground Floor, DDA Market, Ashok Vihar Phase 3, New Delhi",79,"Pizza, Fast Food",2,No,0,No,0,No,0,No,0,2,3.2
18449782,Hunger Flames,13,"15, DDA Market 3, Satyawati Nagar, Ashok Vihar Phase 3, New Delhi",65,"Pizza, Fast Food, Chinese",3,No,0,No,0,No,0,No,0,2,3.4
18057820,Puran Chand Ambala Wale Di Hatti,32,"Shop 8, DDA Market, Ashok Vihar Phase 3, New Delhi",50,"North Indian, Mughlai",2,No,0,No,0,No,0,No,0,2,3.3
310215,The Cake Gallery,16,"12, Jain Colony, Veer Nagar, Near Rana Pratap Bagh, Ashok Vihar Phase 3, New Delhi",82,Bakery,1,No,0,No,0,No,0,No,0,2,3.3
306841,Bablu Chic Inn,14,"Shop 9, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",60,"Mughlai, North Indian",2,No,0,No,0,No,0,No,0,2,3.6
18412952,Masala Basket,13,"Shop 15, DDA Market, Ashok Vihar Phase 3, New Delhi",51,"North Indian, South Indian, Street Food",3,No,0,Yes,1,No,0,No,0,1,3.6
18432191,Udta Punjab,11,"Shop 12, DDA Market, B Block, Ashok Vihar Phase 3, New Delhi",60,"North Indian, Mughlai",2,No,0,No,0,No,0,No,0,2,3.5
18375420,Munch Nation,12,"Shop 29, Ground Floor, Durga Place DDA Market, Ashok Vihar Phase 3, New Delhi",77,"Fast Food, Italian, Chinese",3,No,0,Yes,1,No,0,No,0,1,4.0
6286,Bengali Pastry Shop & Snack Bar,31,"34-37, Bengali Market, Barakhamba Road, New Delhi",49,"North Indian, South Indian, Chinese",3,No,0,No,0,No,0,No,0,2,3.2
1914,Bhimsain's Bengali Sweet House,30,"27-29, Bengali Market, Barakhamba Road, New Delhi",49,"North Indian, South Indian, Chinese, Street Food, Mithai",5,No,0,Yes,1,No,0,No,0,1,3.4
18163907,Cafe Coffee Day,15,"Shop D, Ground Floor, DCM Building, Barakhamba Road, New Delhi",62,Cafe,1,No,0,No,0,No,0,No,0,1,2.9
18344490,Colonel's Kababz,16,"Shop 44-45, Bengali Market, Barakhamba Road, New Delhi",54,"North Indian, Fast Food",2,No,0,Yes,1,No,0,No,0,2,3.4
18412878,Faasos,6,"Shop 30, Gandhi Market, Minto Road, Barakhamba Road, New Delhi",62,"North Indian, Fast Food",2,No,0,Yes,1,No,0,No,0,2,2.8
18294263,Karachi Bakery,14,"Shop 21, Bengali Market, Barakhamba Road, New Delhi",51,"Bakery, Mithai",2,No,0,No,0,No,0,No,0,1,3.0
588,Nathu's Sweets,14,"23-25, Bengali Market, Barakhamba Road, New Delhi",49,"North Indian, South Indian, Street Food, Mithai",4,No,0,Yes,1,No,0,No,0,2,3.3
7150,Sachdeva Confectioners,22,"1, Gandhi Market, Mirdard Road, Minto Road, Barakhamba Road, New Delhi",70,"North Indian, Chinese",2,No,0,Yes,1,No,0,No,0,2,3.1
18264634,Bengali Sweet House,19,"30-33, Bengali Market, Barakhamba Road, New Delhi",49,"North Indian, Street Food, Chinese, South Indian, Mithai",5,No,0,No,0,No,0,No,0,1,3.6
301534,Bijoli Grill,12,"3, Hailey Road, Banga Bhawan, Barakhamba Road, New Delhi",56,"Bengali, North Indian, Chinese",3,Yes,1,No,0,No,0,No,0,2,3.7
8340,Nathu's Pastry Shop,19,"12 & 13, Bengali Market, Barakhamba Road, New Delhi",51,"Bakery, Desserts, Fast Food",3,No,0,No,0,No,0,No,0,1,3.8
18400739,Balaji Dhaba,12,"Shop 23, NDMC Market, Babar Road, Near Bengal Market, Barakhamba Road, New Delhi",80,North Indian,1,No,0,No,0,No,0,No,0,1,0.0
304954,Bhagat Ji,9,Barakhamba Metro Station,24,Fast Food,1,No,0,No,0,No,0,No,0,1,0.0
18400737,Hangout Kathi Rolls,19,"Shop 39/40, NDMC Market, Babar Road, Barakhamba Road, New Delhi",63,Fast Food,1,No,0,No,0,No,0,No,0,1,0.0
18382583,Makers & Bakers,15,"Shop 40, Shankar Market, Barakhamba Road, New Delhi",51,"Bakery, Desserts",2,No,0,No,0,No,0,No,0,1,0.0
18249122,Habibi Express,14,"47-48, Bengali Market, Barakhamba Road, New Delhi",49,"Lebanese, Arabian, Moroccan",3,No,0,Yes,1,No,0,No,0,2,2.3
7354,Cafe Coffee Day,15,"14-A, Basant Lok Market, Vasant Vihar, New Delhi",48,Cafe,1,No,0,No,0,No,0,No,0,1,3.2
9267,China Town,10,"Basant Lok Market, Opposite Modern Bazar, Vasant Vihar, New Delhi",65,"Chinese, Fast Food",2,No,0,No,0,No,0,No,0,1,2.9
7352,Domino's Pizza,14,"6, Basant Lok Market, Priya Cinema Complex, Vasant Vihar, New Delhi",67,"Pizza, Fast Food",2,No,0,No,0,No,0,No,0,2,3.3
304211,High Street Kitchen & Bar,25,"32, Basant Lok Market, Vasant Vihar, New Delhi",46,North Indian,1,Yes,1,No,0,No,0,No,0,3,2.9
262,Pizza Hut,9,"41, Basant Lok Market, Vasant Vihar, New Delhi",46,"Italian, Pizza, Fast Food",3,No,0,Yes,1,No,0,No,0,3,3.1
4621,Sugar & Spice - Le Marche,25,"58, Basant Lok Market, Vasant Vihar, New Delhi",46,"Bakery, Fast Food",2,No,0,No,0,No,0,No,0,2,3.0
2134,The Kathis,10,"3, PVR Priya, Basant Lok Market, Vasant Vihar, New Delhi",56,"Fast Food, North Indian",2,No,0,Yes,1,No,0,No,0,1,2.8
303472,The Kylin Experience,20,"24, Basant Lok Market, Vasant Vihar, New Delhi",46,"Japanese, Chinese, Malaysian, Thai, Vietnamese",5,No,0,Yes,1,No,0,No,0,3,3.3
758,Arabian Nites,13,"59, Basant Lok Market, Vasant Vihar, New Delhi",46,Lebanese,1,No,0,Yes,1,No,0,No,0,1,3.5
7217,Asia Kitchen,12,"15-A, Basant Lok Market, Vasant Vihar, New Delhi",48,"Chinese, Thai, North Indian",3,Yes,1,Yes,1,No,0,No,0,3,3.7
307054,Dunkin' Donuts,14,"Priya Complex, Basant Lok Market, Vasant Vihar, New Delhi",57,"Burger, Desserts, Fast Food",3,No,0,Yes,1,No,0,No,0,2,3.7
771,Krips Restaurant,16,"59, Community Centre, Basant Lok Market, Vasant Vihar, New Delhi",64,"North Indian, Chinese",2,Yes,1,Yes,1,No,0,No,0,3,3.5
171,McDonald's,10,"Community Centre, Basant Lok Market, Vasant Vihar, New Delhi",60,"Fast Food, Burger",2,No,0,Yes,1,No,0,No,0,2,3.5
304675,Yo! China,9,"46, 1st Floor, Priya Cinema Complex, Basant Lok Market, Vasant Vihar, New Delhi",79,Chinese,1,Yes,1,Yes,1,No,0,No,0,3,3.5
3269,RPM,3,"40, Basant Lok Market, Vasant Vihar, New Delhi",46,Finger Food,1,Yes,1,No,0,No,0,No,0,3,2.4
3935,By The Way - Bellagio,21,"13 & 14, Ground Floor and Mezzanine Floor, Community Center, Ashok Vihar Phase 2, New Delhi",91,"Italian, Continental",2,Yes,1,Yes,1,No,0,No,0,3,2.9
4166,Red - Bellagio,14,"13-14, 2nd Floor, Community Center, Ashok Vihar Phase 2, New Delhi",66,Chinese,1,Yes,1,Yes,1,No,0,No,0,3,3.4
3936,Soul Curry - Bellagio,21,"13 & 14, 1st Floor, Community Center, Ashok Vihar Phase 2, New Delhi",68,"North Indian, Mughlai",2,Yes,1,Yes,1,No,0,No,0,3,3.6
5227,Alpha 63,8,"Best Western Taurus, IGI Airport Road, NH 8, Mahipalpur, New Delhi",66,"North Indian, Chinese, Continental",3,Yes,1,No,0,No,0,No,0,3,2.7
1862,Bite-N-Sip,10,"6, UG-58 & 59, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",61,"North Indian, Street Food",2,No,0,Yes,1,No,0,No,0,1,2.6
819,Lotus Garden,12,"SF-9, Bhikaji Cama Place, New Delhi",35,"Chinese, Japanese, Thai",3,Yes,1,No,0,No,0,No,0,4,3.2
2236,Meethas Sweets,14,"6, UG62, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",55,"Mithai, North Indian",2,No,0,No,0,No,0,No,0,1,2.8
4150,Nirula's,8,"Saran Motors, HP Petrol Pump, Near Muhammadpur, Bhikaji Cama Place, New Delhi",77,"Fast Food, North Indian, Desserts, Ice Cream",4,No,0,Yes,1,No,0,No,0,3,2.5
6394,Punjabi Tadka,13,"6, UG-64, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",56,North Indian,1,No,0,No,0,No,0,No,0,1,2.8
1867,Snack Bar,9,"9, UG-65 & 66, Somdutt Chamber 2, Bhikaji Cama Place, New Delhi",63,"North Indian, Mughlai",2,No,0,No,0,No,0,No,0,1,3.0
2608,South Indian Food,17,"6, UG-9, Ansal Chamber II, Bhikaji Cama Place, New Delhi",56,South Indian,1,No,0,No,0,No,0,No,0,1,3.1
8388,Domino's Pizza,14,"30, 31, & 32, Upper Ground Floor, Ansal Chambers-1, Bhikaji Cama Place, New Delhi",81,"Pizza, Fast Food",2,No,0,No,0,No,0,No,0,2,2.4
3465,Southy,6,"UG-60, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",53,South Indian,1,No,0,Yes,1,No,0,No,0,1,2.4
301581,Coffee Shop - Centaur Hotel,27,"Centaur Hotel, Near Aerocity, New Delhi",39,Cafe,1,No,0,No,0,No,0,No,0,3,0.0
823,Al Kuresh,9,"7, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",61,"Chinese, North Indian",2,No,0,Yes,1,No,0,No,0,2,3.3
18421499,Angan Bakery & Cafe,19,"Yashwant Palace Market, Chanakyapuri, New Delhi",47,"Bakery, Italian, Fast Food, Chinese, Continental",5,No,0,No,0,No,0,No,0,2,2.9
846,Bamboo Chopstix,15,"21, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",55,"Chinese, North Indian",2,No,0,No,0,No,0,No,0,2,2.7
816,Bawarchis,9,"25, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",62,"Chinese, North Indian",2,No,0,No,0,No,0,No,0,2,2.9
4055,Bikanervala,11,"Satya Marg, Yashwant Place Market, Chanakyapuri, New Delhi",58,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",8,No,0,No,0,No,0,No,0,1,3.4
18312487,Cafe Coffee Day,15,"1st Floor, BPCL Petrol Pump, Opposite Chanakyapuri Cinema, Chanakyapuri, New Delhi",82,Cafe,1,No,0,No,0,No,0,No,0,1,3.0
1630,Chanakya Bar-Be-Que,19,"27, Yashwant Place Market, Chanakyapuri, New Delhi",50,"Chinese, North Indian",2,Yes,1,No,0,No,0,No,0,2,3.2
308261,Chattisgarh Bhawan,18,"7, Chanakyapuri, New Delhi",26,"North Indian, South Indian",2,No,0,No,0,No,0,No,0,1,2.7
2587,Chimney,7,"26, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",62,Chinese,1,Yes,1,No,0,No,0,No,0,2,2.9
849,China Town Sizzlers,19,"V-15, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",64,Chinese,1,No,0,No,0,No,0,No,0,2,3.4
848,Chinese Bite,12,"12 & 13, Food Plaza, Yashwant Place, Chanakyapuri, New Delhi",60,"Chinese, North Indian, Seafood",3,No,0,No,0,No,0,No,0,2,2.8
852,Chinese Garden,14,"S14, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",56,Chinese,1,Yes,1,No,0,No,0,No,0,2,3.2
312194,Costa Coffee,12,"Shantipath, Chanakyapuri, New Delhi",35,Cafe,1,No,0,No,0,No,0,No,0,2,3.0
7643,Food Point,10,"50, Malcha Market, Chanakyapuri, New Delhi",42,Fast Food,1,No,0,No,0,No,0,No,0,1,2.8
3238,Ikko,4,"6/48, Malcha Marg Shopping Centre, Chanakyapuri, New Delhi",58,"North Indian, Mughlai",2,Yes,1,No,0,No,0,No,0,3,2.9
